depmap_id,cell_line_name,stripped_name,cosmic_id,sanger_id,lineage,disease,aliases
ACH-002466,RPE1-ss111,RPE1SS111,,,Eye,,
ACH-002465,RPE1-ss119,RPE1SS119,,,Eye,,
ACH-002462,RPE1-ss48,RPE1SS48,,,Eye,,
ACH-002467,RPE1-ss51,RPE1SS51,,,Eye,,
ACH-002464,RPE1-ss6,RPE1SS6,,,Eye,,
ACH-002463,RPE1-ss77,RPE1SS77,,,Eye,,
ACH-001385,RPMI 2650,RPMI2650,909700,SIDM00809,Head and Neck,,
ACH-001182,RPMI 6666,RPMI6666,909701,SIDM00813,Lymphoid,,
ACH-000348,RPMI-7951,RPMI7951,910903,SIDM01087,Skin,,
ACH-000817,RPMI 8226,RPMI8226,905964,SIDM00087,Lymphoid,,
ACH-000636,RPMI-8402,RPMI8402,909702,SIDM00403,Lymphoid,,
ACH-002302,RPMI-8866,RPMI8866,910544,SIDM00482,Myeloid,,
ACH-000874,RS4;11,RS411,909703,SIDM01086,Lymphoid,,
ACH-000531,RS-5,RS5,,SIDM01772,Lung,Mesothelioma,
ACH-000473,RT-112,RT112,909704,SIDM00402,Bladder/Urinary Tract,,
ACH-001183,RT112/84,RT11284,,SIDM01202,Bladder/Urinary Tract,,
ACH-000242,RT4,RT4,687455,SIDM01085,Bladder/Urinary Tract,,
ACH-000614,RVH-421,RVH421,909706,SIDM00401,Skin,,
ACH-002461,RVH421_DAB_R,RVH42DABR,,,Skin,,
ACH-002195,RXF393,RXF393,905978,SIDM00086,Kidney,,
ACH-000037,S-117,S117,910946,SIDM00035,Soft Tissue,,
ACH-002693,S462,S462,,,Peripheral Nervous System,,
ACH-002030,Sa3,SA3,,,Head and Neck,,
ACH-000064,SALE,SALE,,,Lung,,
ACH-000410,Saos-2,SAOS2,909707,SIDM01084,Bone,,
ACH-002396,Sarc9371,Sarc9371,1303910,SIDM00033,Bone,Osteosarcoma,
ACH-002029,SAS,SAS,909708,SIDM00351,Head and Neck,,
ACH-001641,SAT,SAT,1299050,SIDM00350,Head and Neck,,
ACH-002196,SBC-1,SBC1,713885,SIDM00365,Lung,,
ACH-002197,SBC-3,SBC3,753610,SIDM00367,Lung,,
ACH-000670,SBC-5,SBC5,713880,SIDM00368,Lung,,
ACH-002392,SC-1,SC1,1331031;1331030,SIDM00400,Lymphoid,,
ACH-000839,SCaBER,SCABER,1299051,SIDM00032,Bladder/Urinary Tract,,
ACH-000254,SCC-15,SCC15,910911,SIDM01083,Head and Neck,,
ACH-001228,SCC152,SCC152,,SIDM00398,Head and Neck,Head and Neck Carcinoma,
ACH-000188,SCC-25,SCC25,910701,SIDM01082,Head and Neck,,
ACH-001642,SCC-3,SCC3,910930,SIDM00384,Lymphoid,,
ACH-000238,SCC-4,SCC4,910904,SIDM01081,Head and Neck,,
ACH-000181,SCC-9,SCC9,909709,SIDM01080,Head and Neck,,
ACH-002315,SCC90,SCC90,1299052,SIDM00399,Head and Neck,Head and Neck Carcinoma,UPCI-SCC-090;UPCI-SCC-90
ACH-001643,SCCH-196,SCCH196,1240211,SIDM00031,Bone,,
ACH-001279,SCCOHT-1,SCCOHT1,,SIDM01866,Ovary,Ovarian Carcinoma,
ACH-000659,SCLC-21H,SCLC21H,753611,SIDM00029,Lung,,
ACH-001386,SCLC-22H,SCLC22H,,SIDM00028,Lung,,
ACH-001184,SCMC-RM2,SCMCRM2,,SIDM01346,Soft Tissue,Rhabdomyosarcoma,
ACH-001280,SCS214,SCS214,,SIDM01345,Soft Tissue,Other Solid Cancers,
ACH-001645,SEKI,SEKI,,,Skin,,
ACH-000782,SEM,SEM,,,Lymphoid,,
ACH-001735,SEM-K2,SEMK2,,SIDM01627,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,
ACH-000195,Set2,Set2,1659820,SIDM00397,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000609,SF126,SF126,909712,SIDM00382,CNS/Brain,,
ACH-000887,SF172,SF172,,SIDM01351,Central Nervous System,Glioblastoma,
ACH-000655,SF268,SF268,905986,SIDM00085,CNS/Brain,,
ACH-000376,SF-295,SF295,905985,SIDM00084,CNS/Brain,,
ACH-000273,SF539,SF539,905984,SIDM00083,CNS/Brain,,
ACH-000490,SF767,SF767,,SIDM00626,Cervix,,
ACH-001187,SF8657,SF8657,,SIDM01865,Skin,Non-Cancerous,
ACH-001857,SG231,SG231,,,Biliary Tract,,
ACH-000764,SH-10-TC,SH10TC,,SIDM01343,Stomach,Gastric Carcinoma,
ACH-002675,SH-2,SH2,,,Myeloid,,
ACH-000441,SH-4,SH4,909713,SIDM01079,Skin,,
ACH-001647,SHI-1,SHI1,,SIDM01787,Haematopoietic and Lymphoid,Acute Monocytic Leukemia,
ACH-001648,Shmac-4,Shmac4,,SIDM02141,Prostate,Prostate Carcinoma,
ACH-001649,Shmac-5,Shmac5,,SIDM02144,Prostate,Prostate Carcinoma,
ACH-000790,SHP-77,SHP77,724872,SIDM01078,Lung,,
ACH-001188,SH-SY5Y,SHSY5Y,,SIDM01236,Peripheral Nervous System,,
ACH-000112,SIG-M5,SIGM5,909715,SIDM00396,Myeloid,,
ACH-000556,SIHA,SIHA,930297,SIDM01093,Cervix,,
ACH-000099,SIMA,SIMA,753620,SIDM00395,Peripheral Nervous System,,
ACH-001650,SISO,SISO,1240212,SIDM00394,Cervix,,
ACH-001189,SJRH-30,SJRH30,909716,SIDM01095,Soft Tissue,,
ACH-000748,SJSA-1,SJSA1,909717,SIDM01112,Bone,,
ACH-000017,SK-BR-3,SKBR3,998199,SIDM00897,Breast,,
ACH-002329,SKBR5,SKBR5,,,Breast,,
ACH-002330,SKBR7,SKBR7,,,Breast,,
ACH-000400,SK-CO-1,SKCO1,909718,SIDM01096,Bowel,,
ACH-000087,SK-ES-1,SKES1,684072,SIDM01111,Bone,,
ACH-001651,SKG-I,SKGI,,SIDM01853,Cervix,Cervical Carcinoma,
ACH-001652,SKG-II,SKGII,,SIDM01854,Cervix,Cervical Carcinoma,
ACH-002020,SKG-IIIa,SKGIIIA,930298,SIDM00381,Cervix,,
ACH-001653,SK-GT-2,SKGT2,1503364,SIDM00393,Esophagus/Stomach,,
ACH-001654,SK-GT-4,SKGT4,1503365,SIDM00483,Esophagus/Stomach,,
ACH-000361,SK-HEP-1,SKHEP1,909719,SIDM01110,Liver,,
ACH-000145,SK-LMS-1,SKLMS1,909720,SIDM01109,Soft Tissue,,
ACH-000309,SK-LU-1,SKLU1,909721,SIDM01108,Lung,,
ACH-000373,SKM-1,SKM1,909722,SIDM00380,Myeloid,,
ACH-000465,SK-MEL-1,SKMEL1,909723,SIDM01107,Skin,,
ACH-002005,SK-MEL-19,SKMEL19,,SIDM01423,Skin,Melanoma,
ACH-001190,SK-MEL-2,SKMEL2,905955,SIDM00082,Skin,,
ACH-000822,SK-MEL-24,SKMEL24,909725,SIDM01106,Skin,,
ACH-000615,SK-MEL-28,SKMEL28,905954,SIDM00081,Skin,,
ACH-000423,SK-MEL-3,SKMEL3,909724,SIDM01105,Skin,,
ACH-000810,SK-MEL-30,SKMEL30,909726,SIDM00392,Skin,,
ACH-000640,SK-MEL-31,SKMEL31,909727,SIDM01104,Skin,,
ACH-000730,SK-MEL-5,SKMEL5,905956,SIDM00080,Skin,,
ACH-000665,SK-MES-1,SKMES1,909728,SIDM01103,Lung,,
ACH-002304,SK-MG-1,SKMG1,909729,SIDM00379,CNS/Brain,,
ACH-000363,SK-MM-2,SKMM2,753612,SIDM00391,Lymphoid,,
ACH-001655,SKN,SKN,1240215,SIDM00377,Uterus,,
ACH-002305,SKN-3,SKN3,1299059,SIDM00375,Head and Neck,,
ACH-000260,SK-N-AS,SKNAS,724828,SIDM01101,Peripheral Nervous System,,
ACH-000312,SK-N-BE-2,SKNBE2,1331058,SIDM00894,Peripheral Nervous System,Neuroblastoma,
ACH-000366,SK-N-DZ,SKNDZ,688086,SIDM01100,Peripheral Nervous System,,
ACH-001192,SK-NEP-1,SKNEP1,909730,SIDM00027,Bone,,
ACH-000341,SK-N-FI,SKNFI,688087,SIDM01099,Peripheral Nervous System,,
ACH-000039,SK-N-MC,SKNMC,753613,SIDM00634,Bone,,
ACH-002922,SK-N-MM,SKNMM,,,Peripheral Nervous System,,
ACH-001656,SKNO-1,SKNO1,,SIDM01864,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000149,SK-N-SH,SKNSH,717431,SIDM01098,Peripheral Nervous System,,
ACH-000811,SK-OV-3,SKOV3,905959,SIDM00079,Ovary/Fallopian Tube,,
ACH-001193,SK-PN-DW,SKPNDW,909731,SIDM01097,Bone,,
ACH-000385,SK-RC-20,SKRC20,,SIDM01863,Kidney,Kidney Carcinoma,
ACH-001194,SK-RC-31,SKRC31,,SIDM01839,Kidney,Kidney Carcinoma,
ACH-000385,SK-RC-52,SKRC52,,,Kidney,,
ACH-000939,SK-UT-1,SKUT1,909732,SIDM01113,Uterus,,
ACH-000127,SLR20,SLR20,,SIDM01341,Bladder,Bladder Carcinoma,
ACH-000016,SLR21,SLR21,,SIDM01862,Kidney,Kidney Carcinoma,
ACH-000246,SLR23,SLR23,,SIDM01340,Kidney,Kidney Carcinoma,
ACH-000272,SLR24,SLR24,,SIDM01339,Kidney,Kidney Carcinoma,
ACH-000300,SLR25,SLR25,,SIDM01861,Kidney,Kidney Carcinoma,
ACH-000600,SLR26,SLR26,,SIDM01338,Kidney,Kidney Carcinoma,
ACH-002062,SLVL,SLVL,1331032,SIDM00374,Lymphoid,,
ACH-001196,SMS-CTR,SMSCTR,,SIDM01337,Soft Tissue,Rhabdomyosarcoma,
ACH-001197,SMZ-1,SMZ1,,SIDM01784,Haematopoietic and Lymphoid,T-Cell Non-Hodgkin's Lymphoma,
ACH-002199,SN12C,SN12C,905979,SIDM00094,Kidney,,
ACH-001198,SNB19,SNB19,,SIDM00109,CNS/Brain,,
ACH-000504,SNB75,SNB75,905982,SIDM00095,CNS/Brain,,
ACH-000974,SNG-M,SNGM,909735,SIDM00373,Uterus,,
ACH-000932,SNU-1,SNU1,908444,SIDM01146,Esophagus/Stomach,,
ACH-000286,SNU-1033,SNU1033,,SIDM00192,Bowel,,
ACH-000999,SNU-1040,SNU1040,1659823,SIDM00217,Bowel,,
ACH-000618,SNU-1041,SNU1041,,SIDM00173,Head and Neck,,
ACH-000682,SNU-1066,SNU1066,,SIDM00170,Head and Neck,,
ACH-000549,SNU-1076,SNU1076,,SIDM00168,Head and Neck,,
ACH-000302,SNU-1077,SNU1077,,SIDM00166,Uterus,,
ACH-000209,SNU-1079,SNU1079,,SIDM00164,Biliary Tract,,
ACH-000368,SNU-1105,SNU1105,,SIDM01336,Central Nervous System,Glioblastoma,
ACH-000635,SNU-119,SNU119,,SIDM01771,Ovary,Ovarian Carcinoma,
ACH-000461,SNU-1196,SNU1196,,SIDM00163,Biliary Tract,,
ACH-000412,SNU-1197,SNU1197,,SIDM00171,Bowel,,
ACH-000715,SNU-1214,SNU1214,,SIDM00167,Head and Neck,,
ACH-002538,SNU-1235,SNU1235,,,Bowel,,
ACH-000513,SNU-1272,SNU1272,,SIDM01335,Kidney,,
ACH-002526,SNU-1327,SNU1327,,,Lung,,
ACH-002529,SNU-1330,SNU1330,,,Lung,,
ACH-002543,SNU-1406,SNU1406,,,Bowel,,
ACH-002532,SNU-1411,SNU1411,,,Bowel,,
ACH-002539,SNU-1460,SNU1460,,,Bowel,,
ACH-001786,SNU-1544,SNU1544,,SIDM01838,Large Intestine,Colorectal Carcinoma,
ACH-000581,SNU-16,SNU16,908446,SIDM01145,Esophagus/Stomach,,
ACH-000989,SNU-175,SNU175,1659928,SIDM00216,Bowel,,
ACH-002544,SNU-1750,SNU1750,,,Esophagus/Stomach,,
ACH-000483,SNU-182,SNU182,1240216,SIDM01151,Liver,,
ACH-000623,SNU-201,SNU201,,SIDM00158,CNS/Brain,,
ACH-000266,SNU-213,SNU213,,SIDM01372,Pancreas,Pancreatic Carcinoma,
ACH-000466,SNU-216,SNU216,,SIDM01393,Stomach,Gastric Carcinoma,
ACH-002522,SNU-2292,SNU2292,,,Lung,,
ACH-001662,SNU-2372,SNU2372,,,Breast,,
ACH-000268,SNU-245,SNU245,,SIDM00162,Biliary Tract,,
ACH-002524,SNU-251,SNU251,,,Ovary/Fallopian Tube,,
ACH-002531,SNU-2535,SNU2535,,,Lung,,
ACH-002535,SNU-254,SNU254,,,Bowel,,
ACH-002528,SNU-267,SNU267,,,Kidney,,
ACH-000708,SNU-283,SNU283,1659929,SIDM00215,Bowel,,
ACH-000141,SNU-308,SNU308,,SIDM00161,Biliary Tract,,
ACH-000933,SNU-324,SNU324,,SIDM01451,Pancreas,Pancreatic Carcinoma,
ACH-000907,SNU-349,SNU349,,SIDM01394,Kidney,Kidney Carcinoma,
ACH-000478,SNU-387,SNU387,909736,SIDM01180,Liver,,
ACH-000221,SNU-398,SNU398,1240217,SIDM01181,Liver,,
ACH-000955,SNU-407,SNU407,1660034,SIDM00214,Bowel,,
ACH-000517,SNU-410,SNU410,,SIDM01449,Pancreas,Pancreatic Carcinoma,
ACH-000493,SNU-423,SNU423,909737,SIDM01199,Liver,,
ACH-000420,SNU-449,SNU449,909738,SIDM01194,Liver,,
ACH-000500,SNU-46,SNU46,,SIDM01448,Head and Neck,Head and Neck Carcinoma,
ACH-000289,SNU-466,SNU466,,SIDM01447,Central Nervous System,Glioblastoma,
ACH-000422,SNU-475,SNU475,909739,SIDM01196,Liver,,
ACH-000377,SNU-478,SNU478,,SIDM00160,Ampulla of Vater,,
ACH-002533,SNU-482,SNU482,,,Kidney,,
ACH-000543,SNU-489,SNU489,,SIDM01446,Central Nervous System,Glioblastoma,
ACH-000303,SNU-5,SNU5,908445,SIDM01144,Esophagus/Stomach,,
ACH-000683,SNU-503,SNU503,,SIDM00497,Bowel,,
ACH-000908,SNU-520,SNU520,,SIDM01770,Stomach,Gastric Carcinoma,
ACH-000736,SNU-601,SNU601,,SIDM01445,Stomach,Gastric Carcinoma,
ACH-000532,SNU-61,SNU61,1660035,SIDM00194,Bowel,,
ACH-000325,SNU-620,SNU620,,SIDM01781,Stomach,Gastric Carcinoma,
ACH-000370,SNU-626,SNU626,,SIDM01444,Central Nervous System,Glioblastoma,
ACH-001664,SNU-638,SNU638,,SIDM01769,Stomach,Gastric Carcinoma,
ACH-000344,SNU-668,SNU668,,SIDM01443,Stomach,Gastric Carcinoma,
ACH-000407,SNU-685,SNU685,,SIDM00165,Uterus,,
ACH-000898,SNU-719,SNU719,,SIDM01450,Stomach,Gastric Carcinoma,
ACH-000807,SNU-738,SNU738,,SIDM01442,Central Nervous System,Glioma,
ACH-002523,SNU-739,SNU739,,,Liver,,
ACH-000537,SNU-761,SNU761,,SIDM01439,Liver,Hepatocellular Carcinoma,
ACH-000460,SNU-8,SNU8,,SIDM01437,Ovary,Ovarian Carcinoma,
ACH-000991,SNU-81,SNU81,1660036,SIDM00193,Bowel,,
ACH-000280,SNU-840,SNU840,,SIDM01436,Ovary,Ovarian Carcinoma,
ACH-000182,SNU-869,SNU869,,SIDM00159,Ampulla of Vater,,
ACH-000686,SNU-878,SNU878,,SIDM01435,Liver,Hepatocellular Carcinoma,
ACH-000316,SNU-886,SNU886,,SIDM01434,Liver,Hepatocellular Carcinoma,
ACH-000692,SNU-899,SNU899,,SIDM00169,Head and Neck,,
ACH-002530,SNU-977,SNU977,,,Bowel,,
ACH-000722,SNU-C1,SNUC1,910905,SIDM01197,Bowel,,
ACH-000967,SNU-C2A,SNUC2A,,SIDM00780,Bowel,,
ACH-001199,SNUC2B,SNUC2B,909740,SIDM00781,Bowel,,
ACH-000959,SNU-C4,SNUC4,,SIDM00500,Bowel,,
ACH-000970,SNU-C5,SNUC5,1674021,SIDM00498,Bowel,,
ACH-000553,Sq-1,Sq1,,SIDM01767,Lung,Squamous Cell Lung Carcinoma,
ACH-000338;ACH-000338,SR,SR,905965,SIDM00096,Haematopoietic and Lymphoid,T-Cell Non-Hodgkin's Lymphoma,
ACH-000338,SR-786,SR786,905965,SIDM00096,Lymphoid,,
ACH-002334,SS1A,SS1A,,,Soft Tissue,,
ACH-001858,SSP-25,SSP25,,SIDM00275,Biliary Tract,,
ACH-000567,ST486,ST486,910906,SIDM01198,Lymphoid,,
ACH-001666,STC 1,STC1,,,Lung,,
ACH-001200,STM91-01,STM9101,,SIDM01860,Kidney,Other Solid Cancers,
ACH-002306,STS-0421,STS0421,1299061,SIDM00041,Esophagus/Stomach,,
ACH-002695,STS26T,STS26T,,,Peripheral Nervous System,,
ACH-000114,SU.86.86,SU8686,1240218,SIDM01188,Pancreas,,
ACH-001667,SU-CCS-1,SUCCS1,,,Soft Tissue,,
ACH-000664,SU-DHL-1,SUDHL1,909742,SIDM00390,Lymphoid,,
ACH-000271,SU-DHL-10,SUDHL10,1331033,SIDM00389,Lymphoid,,
ACH-002307,SU-DHL-16,SUDHL16,1331034,SIDM00404,Lymphoid,,
ACH-002498,SU-DHL-2,SUDHL2,,,Lymphoid,,
ACH-000365,SU-DHL-4,SUDHL4,1331035,SIDM00405,Lymphoid,,
ACH-000660,SU-DHL-5,SUDHL5,1331036,SIDM00406,Lymphoid,,
ACH-000611,SU-DHL-6,SUDHL6,1331037,SIDM00407,Lymphoid,,
ACH-000656,SU-DHL-8,SUDHL8,1331038,SIDM00423,Lymphoid,,
ACH-000652,SUIT-2,SUIT2,1240219,SIDM00371,Pancreas,,
ACH-001388,SUM-102PT,SUM102PT,,SIDM01837,Breast,Breast Carcinoma,
ACH-001389,SUM-1315MO2,SUM1315MO2,,SIDM01836,Breast,Breast Carcinoma,
ACH-001390,SUM-149PT,SUM149PT,,SIDM01441,Breast,Breast Carcinoma,
ACH-001391,SUM-159PT,SUM159PT,,SIDM01452,Breast,Breast Carcinoma,
ACH-001392,SUM-185PE,SUM185PE,,SIDM01430,Breast,Breast Carcinoma,
ACH-001393,SUM-190PT,SUM190PT,,,Breast,,
ACH-001397,SUM225CWN,SUM225CWN,,,Breast,,
ACH-001394,SUM-229PE,SUM229PE,,SIDM01461,Breast,Breast Carcinoma,
ACH-001395,SUM-44PE,SUM44PE,,SIDM01835,Breast,Breast Carcinoma,
ACH-001396,SUM-52PE,SUM52PE,,SIDM01422,Breast,Breast Carcinoma,
ACH-001201,SUM-B002,SUMB002,,SIDM01834,Central Nervous System,Other Solid Cancers,
ACH-000059,SUP-B15,SUPB15,1247871,SIDM01176,Lymphoid,,
ACH-002308,SUP-B8,SUPB8,910209,SIDM01177,Lymphoid,,
ACH-001203,SUP-HD1,SUPHD1,1331039,SIDM00422,Lymphoid,,
ACH-000226,SUP-M2,SUPM2,1331040,SIDM00421,Lymphoid,,
ACH-000953,SUP-T1,SUPT1,909743,SIDM01154,Lymphoid,,
ACH-000122,SUP-T11,SUPT11,,SIDM01859,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,
ACH-001668,SUSA,SUSA,,,Testis,,
ACH-000437,SW 1088,SW1088,909745,SIDM01155,CNS/Brain,,
ACH-000489,SW1116,SW1116,909746,SIDM00835,Bowel,,
ACH-000890,SW 1271,SW1271,1299062,SIDM01156,Lung,,
ACH-001401,SW-13,SW13,909744,SIDM00814,Adrenal Gland,,
ACH-000418,SW1353,SW1353,,SIDM01766,Bone,Chondrosarcoma,
ACH-000236,SW1417,SW1417,909747,SIDM00812,Bowel,,
ACH-000470,SW1463,SW1463,909748,SIDM00834,Bowel,,
ACH-001398,SW 156,SW156,1240220,SIDM01162,Kidney,,
ACH-000677,SW 1573,SW1573,724878,SIDM01163,Lung,,
ACH-000566,SW-1710,SW1710,909749,SIDM00420,Bladder/Urinary Tract,,
ACH-000883,SW 1783,SW1783,909750,SIDM01164,CNS/Brain,,
ACH-000155,SW 1990,SW1990,910907,SIDM01165,Pancreas,,
ACH-000820,SW403,SW403,910908,SIDM00836,Bowel,,
ACH-000958,SW48,SW48,909751,SIDM00837,Bowel,,
ACH-000842,SW 480,SW480,,SIDM00840,Bowel,,
ACH-001825,SW527,SW527,,,Bowel,,
ACH-000163,SW579,SW579,,SIDM01167,Head and Neck,,
ACH-000651,SW 620,SW620,905962,SIDM00841,Bowel,,
ACH-001399,SW 626,SW626,909753,SIDM01168,Bowel,,
ACH-002309,SW684,SW684,909754,SIDM01175,Soft Tissue,,
ACH-001402,SW756,SW756,724839,SIDM01174,Cervix,,
ACH-000384,SW 780,SW780,687457,SIDM01160,Bladder/Urinary Tract,,
ACH-000421,SW837,SW837,909755,SIDM00833,Bowel,,
ACH-002310,SW872,SW872,909756,SIDM01159,Soft Tissue,,
ACH-000669,SW 900,SW900,724879,SIDM01158,Lung,,
ACH-000680,SW948,SW948,909757,SIDM00832,Bowel,,
ACH-001400,SW 954,SW954,924247,SIDM01157,Vulva/Vagina,,
ACH-002200,SW962,SW962,909758,SIDM01178,Vulva/Vagina,,
ACH-001274,SW982,SW982,909759,SIDM01161,Soft Tissue,,
ACH-001275,SYO-1,SYO1,,SIDM01453,Soft Tissue,Other Solid Cancers,
ACH-000529,T1-73,T173,,SIDM01765,Bone,Osteosarcoma,
ACH-000018,T24,T24,724812,SIDM01184,Bladder/Urinary Tract,,
ACH-000813,T3M-10,T3M10,,SIDM01764,Lung,Non-Small Cell Lung Carcinoma,
ACH-002034,T3M-11,T3M11,,,Lung,,
ACH-002021,T3M-3,T3M3,,,Uterus,,
ACH-000085,T3M-4,T3M4,,SIDM01469,Pancreas,Pancreatic Carcinoma,
ACH-002042,T3M-5,T3M5,2009526,SIDM02112,Thyroid,Thyroid Gland Carcinoma,
ACH-000147,T-47D,T47D,905945,SIDM00097,Breast,,
ACH-000381,T84,T84,909761,SIDM00782,Bowel,,
ACH-000571,T98G,T98G,687586,SIDM01171,CNS/Brain,,
ACH-000197,TALL-1,TALL1,909762,SIDM00370,Lymphoid,,
ACH-001669,TANOUE,TANOUE,,SIDM00288,Lymphoid,,
ACH-001670,TASK1,TASK1,1299067,SIDM00026,CNS/Brain,,
ACH-002806,TB096,TB096,,,CNS/Brain,,
ACH-001283,TC-106,TC106,,SIDM01468,Bone,Ewing's Sarcoma,
ACH-001430,TC-138,TC138,,SIDM01467,Bone,Ewing's Sarcoma,
ACH-001431,TC-205,TC205,,SIDM01466,Bone,Ewing's Sarcoma,
ACH-001205,TC-32,TC32,,SIDM01465,Central Nervous System,Other Solid Cancers,
ACH-000424,TC-71,TC71,1240221,SIDM00419,Bone,,
ACH-000502,TCC-PAN2,TCCPAN2,,SIDM01464,Pancreas,Pancreatic Carcinoma,
ACH-000720,TCCSUP,TCCSUP,687459,SIDM01190,Bladder/Urinary Tract,,
ACH-002201,TC-YIK,TCYIK,946357,SIDM00234,Cervix,,
ACH-000561,T.T,TDOTT,1299064,SIDM00322,Esophagus/Stomach,,
ACH-000647,TE-1,TE1,753621,SIDM00369,Esophagus/Stomach,,
ACH-000318,TE-10,TE10,753622,SIDM00349,Esophagus/Stomach,,
ACH-000488,TE-11,TE11,946354,SIDM00348,Esophagus/Stomach,,
ACH-002311,TE-12,TE12,946356,SIDM00023,Esophagus/Stomach,,
ACH-000079,TE-125-T,TE125T,,SIDM01763,Soft Tissue,Rhabdomyosarcoma,
ACH-003064,TE 130.T,TE130T,,,Bone,,
ACH-000726,TE-14,TE14,,SIDM01762,Esophagus,Esophageal Squamous Cell Carcinoma,
ACH-000353,TE-15,TE15,753614,SIDM00249,Esophagus/Stomach,,
ACH-000175,TE-159-T,TE159T,,SIDM01761,Soft Tissue,Rhabdomyosarcoma,
ACH-000917,TE-4,TE4,1503371,SIDM00250,Esophagus/Stomach,,
ACH-000772,TE 441.T,TE441T,924248,SIDM01173,Soft Tissue,,
ACH-000408,TE-5,TE5,735784,SIDM00347,Esophagus/Stomach,,
ACH-000605,TE-6,TE6,946355,SIDM00328,Esophagus/Stomach,,
ACH-000051,TE-617-T,TE617T,,SIDM01760,Soft Tissue,Rhabdomyosarcoma,
ACH-000452,TE-8,TE8,753623,SIDM00326,Esophagus/Stomach,,
ACH-000694,TE-9,TE9,946353,SIDM00325,Esophagus/Stomach,,
ACH-000397,TEN,TEN,,,Uterus,,
ACH-001671,Tera-1,TERA1,,,Testis,,
ACH-001672,Tera-2,TERA2,,SIDM01142,Testis,,
ACH-000387,TF-1,TF1,,SIDM01470,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-001673,TFK-1,TFK1,,SIDM01462,Biliary Tract,Biliary Tract Carcinoma,
ACH-000949,TGBC11TKB,TGBC11TKB,909770,SIDM00251,Esophagus/Stomach,,
ACH-002023,TGBC18TKB,TGBC18TKB,2674055,,Ampulla of Vater,,
ACH-001861,TGBC1TKB,TGBC1TKB,909769,SIDM00252,Biliary Tract,,
ACH-002312,TGBC24TKB,TGBC24TKB,910695,SIDM00267,Biliary Tract,,
ACH-001862,TGBC52TKB,TGBC52TKB,,,Ampulla of Vater,,
ACH-001674,TGW,TGW,910780,SIDM00324,Peripheral Nervous System,,
ACH-000146,THP-1,THP1,909771,SIDM01172,Myeloid,,
ACH-000317,THUR14TKB,THUR14TKB,,SIDM01433,Kidney,Kidney Carcinoma,
ACH-001207,TIG-3TD,TIG3TD,,SIDM01924,Lung,Non-Cancerous,
ACH-002313,TK,TK,1331045,SIDM00323,Lymphoid,,
ACH-001208,TK-10,TK10,905980,SIDM00113,Kidney,,
ACH-002676,TK-6,TK6,,,Myeloid,,
ACH-001863,TKKK,TKKK,,,Biliary Tract,,
ACH-002055,TL-1,TL1,,SIDM02116,Haematopoietic and Lymphoid,Burkitt's Lymphoma,
ACH-000592,TM-31,TM31,,SIDM01460,Central Nervous System,Glioma,
ACH-000172,TM-87,TM87,,,Soft Tissue,,
ACH-000172,TM87-16,TM8716,,SIDM01887,Soft Tissue,Other Solid Cancers,
ACH-002202,TMK-1,TMK1,1299069,SIDM00040,Esophagus/Stomach,,
ACH-002080,TN-2,TN2,,SIDM02120,Peripheral Nervous System,Neuroblastoma,
ACH-001403,TO14,TO14,,,Ovary/Fallopian Tube,,
ACH-000125,TO-175-T,TO175T,,SIDM01759,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,
ACH-000285,Toledo,TOLEDO,,,Lymphoid,,
ACH-001209,TOM-1,TOM1,,,Lymphoid,,
ACH-000048,TOV-112D,TOV112D,1299070,SIDM01170,Ovary/Fallopian Tube,,
ACH-000885,TOV-21G,TOV21G,1240222,SIDM01169,Ovary/Fallopian Tube,,
ACH-001675,TR146,TR146,,,Head and Neck,,
ACH-001321,TT,TT,930299,SIDM00484,Thyroid,,
ACH-002025,TT1TKB,TT1TKB,2664055,,Bowel,,
ACH-000716,TT2609-C02,TT2609C02,1240223,SIDM00418,Thyroid,,
ACH-001210,TTC-1240,TTC1240,,SIDM01459,Soft Tissue,Other Solid Cancers,
ACH-001750,TTC-442,TTC442,,SIDM01458,Soft Tissue,Rhabdomyosarcoma,
ACH-001206,TTC-466,TTC466,,SIDM01911,Bone,,
ACH-001211,TTC-549,TTC549,,SIDM01457,Soft Tissue,Other Solid Cancers,
ACH-001212,TTC-642,TTC642,,SIDM01456,Soft Tissue,Other Solid Cancers,
ACH-000597,TTC-709,TTC709,,SIDM01455,Soft Tissue,Other Solid Cancers,
ACH-000459,TUHR10TKB,TUHR10TKB,,,Kidney,,
ACH-000317,TUHR14TKB,TUHR14TKB,,,Kidney,,
ACH-000495,TUHR4TKB,TUHR4TKB,,,Kidney,,
ACH-002314,TUR,TUR,909773,SIDM01205,Myeloid,,
ACH-001676,Ty-82,TY82,,,Head and Neck,,
ACH-000430,TYK-nu,TYKNU,909774,SIDM00321,Ovary/Fallopian Tube,,
ACH-000428,U031,U031,905981,SIDM00112,Kidney,Kidney Carcinoma,UO-31
