depmap_id,cell_line_name,stripped_name,cosmic_id,sanger_id,lineage,disease,aliases
ACH-001435,1156QE/8,1156QE8,,,Testis,,
ACH-001270,1273-99,127399,,SIDM01315,Soft Tissue,Other Solid Cancers,
ACH-001000,1321N1,1321N1,,SIDM01967,CNS/Brain,,
ACH-001436,1411H,1411H,,,Testis,,
ACH-001001,143B,143B,906796,SIDM00804,Bone,,
ACH-001437,1618-K,1618K,,,Testis,,
ACH-002680,170-MG-BA,170MGBA,,SIDM02114,Central Nervous System,Glioblastoma,
ACH-002516,1765-92,176592,,,Soft Tissue,,
ACH-001438,1777N Rpmet,1777NRPMET,,,Testis,,
ACH-002089,201T,201T,1287381,SIDM00055,Lung,,
ACH-002400,21MT-1,21MT1,,SIDM01902,Breast,Breast Carcinoma,
ACH-002401,21MT-2,21MT2,,SIDM01901,Breast,Breast Carcinoma,
ACH-002399,21NT,21NT,,,Breast,,
ACH-002398,21PT,21PT,,SIDM01900,Breast,Breast Carcinoma,
ACH-000956,22Rv1,22RV1,924100,SIDM00499,Prostate,,
ACH-000948,23132/87,2313287,910924,SIDM00980,Esophagus/Stomach,,
ACH-000011,253J,253J,,,Bladder/Urinary Tract,,
ACH-000026,253JB-V,253JBV,,SIDM01624,Bladder,Bladder Carcinoma,
ACH-000323,42-MG-BA,42MGBA,687561,SIDM00982,CNS/Brain,,
ACH-001002,451Lu,451LU,1287706,SIDM01240,Skin,,
ACH-003587,531MII,531MII,,,Bone,,
ACH-002681,538-MG-BA,538MGBA,,,CNS/Brain,,
ACH-000905,5637,5637,687452,SIDM00807,Bladder/Urinary Tract,,
ACH-000520,59M,59M,,,Ovary/Fallopian Tube,,
ACH-002320,600MPE,600MPE,,,Breast,,
ACH-000973,639-V,639V,906798,SIDM00999,Bladder/Urinary Tract,,
ACH-000896,647-V,647V,906797,SIDM00983,Bladder/Urinary Tract,,
ACH-000070,697,697,906800,SIDM01076,Lymphoid,,
ACH-000411,769-P,769P,910922,SIDM00803,Kidney,,
ACH-000649,786-0,7860,905947,SIDM00125,Kidney,Kidney Carcinoma,786-O;786-O RCC;RCC 786-O;RCC_7860;786-0WT
ACH-000649,786-O,786O,905947,SIDM00125,Kidney,,
ACH-001306,8305C,8305C,906795,SIDM00997,Thyroid,,
ACH-001440,833KE,833KE,,,Testis,,
ACH-001307,8505C,8505C,924102,SIDM00996,Thyroid,,
ACH-000137,8-MG-BA,8MGBA,687562,SIDM00998,CNS/Brain,,
ACH-001441,92-1,921,,SIDM02132,Eye,Melanoma,
ACH-001794,93T449,93T449,,,Soft Tissue,,
ACH-001795,94T778,94T778,,,Soft Tissue,,
ACH-001999,950-5-BIK,9505BIK,,SIDM01972,Pancreas,Pancreatic Carcinoma,
ACH-001796,95T1000,95T1000,,,Soft Tissue,,
ACH-000008,A101D,A101D,910921,SIDM00801,Skin,,
ACH-000283,A-1207,A1207,,SIDM01527,Central Nervous System,Glioblastoma,
ACH-000558,A-172,A172,687563,SIDM00799,CNS/Brain,,
ACH-000201,A-204,A204,910784,SIDM00798,Kidney,,
ACH-000788,A2058,A2058,906792,SIDM00797,Skin,,
ACH-000740,A-253,A253,906794,SIDM00796,Head and Neck,,
ACH-000657,A2780,A2780,906804,SIDM00210,Ovary/Fallopian Tube,,
ACH-000219,A-375,A375,906793,SIDM00795,Skin,,
ACH-002001,A375_CJ1,A375CJ1,,SIDM01935,Skin,Melanoma,
ACH-002002,A375_CJ2,A375CJ2,,SIDM01937,Skin,Melanoma,
ACH-002003,A375_CJ3,A375CJ3,,SIDM01936,Skin,Melanoma,
ACH-002003,A-375_DAB_R,A375DABR,,,Skin,,
ACH-002001,A-375_DAB_TRAM_R,A375DABTRAMR,,,Skin,,
ACH-002002,A-375_SCH772984_R,A375SCH772984R,,,Skin,,
ACH-001442,A388,A388,910697,SIDM00794,Skin,,
ACH-000697,A3/KAW,A3KAW,910935,SIDM00495,Lymphoid,,
ACH-000757,A427,A427,910851,SIDM00810,Lung,,
ACH-001328,A-431,A431,910925,SIDM00995,Skin,,
ACH-000555,A-498,A498,905948,SIDM00124,Kidney,,
ACH-000157,A4/Fuk,A4FUK,910934,SIDM00502,Lymphoid,,
ACH-000681,A549,A549,905949,SIDM00903,Lung,,
ACH-003012,A549_CRAF_KD,A549CRAFKD,,,Lung,,
ACH-000052,A-673,A673,684052,SIDM00848,Bone,,
ACH-001007,A673STAG2KO16,A673STAG2KO16,,,Bone,,
ACH-001008,A673STAG2KO45,A673STAG2KO45,,,Bone,,
ACH-001009,A673STAG2NT14,A673STAG2NT14,,,Bone,,
ACH-001010,A673STAG2NT23,A673STAG2NT23,,,Bone,,
ACH-000429,A-704,A704,910920,SIDM00849,Kidney,,
ACH-000528,ABC-1,ABC1,906791,SIDM00494,Lung,,
ACH-003135,ABM-T0280,ABMT0280,,,CNS/Brain,,
ACH-003137,ABM-T0281,ABMT0281,,,CNS/Brain,,
ACH-003138,ABM-T0292,ABMT0292,,,CNS/Brain,,
ACH-003139,ABM-T0457,ABMT0457,,,Muscle,,
ACH-003141,ABM-T0557,ABMT0557,,,Muscle,,
ACH-003142,ABM-T0558,ABMT0558,,,Muscle,,
ACH-003143,ABM-T0616,ABMT0616,,,Kidney,,
ACH-003148,ABM-T0781,ABMT0781,,,CNS/Brain,,
ACH-003149,ABM-T0782,ABMT0782,,,Muscle,,
ACH-003150,ABM-T0783,ABMT0783,,,CNS/Brain,,
ACH-003155,ABM-T0789,ABMT0789,,,Liver,,
ACH-003153,ABM-T0794,ABMT0794,,,Lung,,
ACH-003154,ABM-T0795,ABMT0795,,,Lung,,
ACH-003152,ABM-T0796,ABMT0796,,,Lung,,
ACH-003156,ABM-T0797,ABMT0797,,,Lung,,
ACH-003157,ABM-T0822,ABMT0822,,,Lung,,
ACH-003158,ABM-T9220,ABMT9220,,,Muscle,,
ACH-003161,ABM-T9430,ABMT9430,,,Pancreas,,
ACH-000086,ACC-MESO-1,ACCMESO1,,SIDM01526,Lung,Mesothelioma,
ACH-001011,ACCS,ACCS,,SIDM01166,Bladder,Bladder Carcinoma,
ACH-000046,ACHN,ACHN,905950,SIDM00123,Kidney,,
ACH-002389,ACN,ACN,906803,SIDM00057,Peripheral Nervous System,,
ACH-001022,AGPN,AGPN,,SIDM01544,Bone,Ewing's Sarcoma,
ACH-000880,AGS,AGS,906790,SIDM00850,Esophagus/Stomach,,
ACH-002209,ALL-PO,ALLPO,910944,SIDM00211,Lymphoid,,
ACH-000105,ALL-SIL,ALLSIL,1295740,SIDM00994,Lymphoid,,
ACH-000269,AM-38,AM38,910933,SIDM00492,CNS/Brain,,
ACH-000557,AML-193,AML193,,SIDM01525,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000838,AMO-1,AMO1,1295741,SIDM00993,Lymphoid,,
ACH-000940,AN3 CA,AN3CA,910781,SIDM00901,Uterus,,
ACH-001329,ANGM-CSS,ANGMCSS,,SIDM01524,Central Nervous System,Glioblastoma,
ACH-002210,ARH-77,ARH77,906765,SIDM00900,Myeloid,,
ACH-001443,ASH-3,ASH3,1290722,SIDM00491,Thyroid,,
ACH-000222,AsPC-1,ASPC1,910702,SIDM00899,Pancreas,,
ACH-003125,ASPS-KY,ASPSKY,,,Soft Tissue,,
ACH-002058,ATN-1,ATN1,910687,SIDM00233,Lymphoid,,
ACH-000248,AU565,AU565,910704,SIDM00898,Breast,,
ACH-001015,AZ521,AZ521,,SIDM01934,Bowel,,
ACH-002211,BALL-1,BALL1,910705,SIDM00287,Lymphoid,,
ACH-002212,BB30-HNC,BB30HNC,753531,SIDM00172,Head and Neck,,
ACH-002342,BB30P BL,BB30PBL,,,Lymphoid,,
ACH-002213,BB49-HNC,BB49HNC,753532,SIDM00174,Head and Neck,,
ACH-002090,BB65-RCC,BB65RCC,753533,SIDM00191,Kidney,,
ACH-002214,BC-1,BC1,910919,SIDM00896,Lymphoid,,
ACH-002478,BC-2,BC2,,,Lymphoid,,
ACH-002215,BC-3,BC3,910918,SIDM00895,Lymphoid,,
ACH-000593,BC-3C,BC3C,,SIDM01523,Bladder,Bladder Carcinoma,
ACH-002921,BCK4,BCK4,,,Breast,,
ACH-000923,BCP-1,BCP1,,SIDM01530,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,
ACH-000456,B-CPAP,BCPAP,924104,SIDM00992,Thyroid,,
ACH-000080,BDCM,BDCM,,,Myeloid,,
ACH-002216,BE-13,BE13,906763,SIDM01245,Lymphoid,,
ACH-002217,BE2-M17,BE2M17,753616,SIDM01229,Peripheral Nervous System,,
ACH-001016,Becker,BECKER,906746,SIDM00490,CNS/Brain,,
ACH-000603,BEN,BEN,753534,SIDM00990,Lung,,
ACH-000802,BFTC-905,BFTC905,910926,SIDM00989,Bladder/Urinary Tract,,
ACH-000792,BFTC-909,BFTC909,910698,SIDM00988,Kidney,,
ACH-001017,BGC-823,BGC823,,SIDM01938,Cervix,,
ACH-000191,BHT-101,BHT101,906696,SIDM00987,Thyroid,,
ACH-000548,BHY,BHY,753535,SIDM00986,Head and Neck,,
ACH-001331,BICR 10,BICR10,1290724,SIDM00077,Head and Neck,,
ACH-000503,BICR16,BICR16,,SIDM01520,Head and Neck,Oral Cavity Carcinoma,
ACH-000992,BICR18,BICR18,,SIDM01519,Head and Neck,Head and Neck Carcinoma,
ACH-000794,BICR 22,BICR22,1240121,SIDM00485,Head and Neck,,
ACH-001445,BICR 3,BICR3,,,Head and Neck,,
ACH-000228,BICR 31,BICR31,1290725,SIDM00078,Head and Neck,,
ACH-000771,BICR56,BICR56,,SIDM01518,Head and Neck,Oral Cavity Carcinoma,
ACH-000415,BICR6,BICR6,,SIDM01517,Head and Neck,Head and Neck Carcinoma,
ACH-001332,BICR 78,BICR78,1240122,SIDM00501,Head and Neck,,
ACH-001278,BIN-67,BIN67,,SIDM01516,Ovary,Ovarian Carcinoma,
ACH-001018,BJ1-hTERT,BJ1hTERT,,SIDM01927,Skin,Non-Cancerous,
ACH-001447,BJAB,BJAB,,,Lymphoid,,
ACH-001449,BL-2,BL2,,,Lymphoid,,
ACH-000245,BL-41,BL41,910706,SIDM00985,Lymphoid,,
ACH-000402,BL-70,BL70,910707,SIDM00074,Lymphoid,,
ACH-001450,BLUE-1,BLUE1,,SIDM01515,Haematopoietic and Lymphoid,Burkitt's Lymphoma,
ACH-001451,BOKU,BOKU,753536,SIDM00073,Cervix,,
ACH-001452,BONNA-12,BONNA12,906695,SIDM00984,Lymphoid,,
ACH-001453,BPH-1,BPH1,924105,SIDM00964,Prostate,,
ACH-001019,BroLi,BROLI,,,Skin,,
ACH-000160,BT-12,BT12,,SIDM01514,Soft Tissue,Other Solid Cancers,
ACH-001020,BT-16,BT16,,SIDM01521,Soft Tissue,Other Solid Cancers,
ACH-000536,BT-20,BT20,906801,SIDM00893,Breast,,
ACH-000927,BT-474,BT474,946359,SIDM00963,Breast,,
ACH-000818,BT-483,BT483,949093,SIDM00892,Breast,,
ACH-000288,BT-549,BT549,905951,SIDM00122,Breast,,
ACH-000432,BV-173,BV173,910710,SIDM00962,Lymphoid,,
ACH-000535,BxPC-3,BXPC3,906693,SIDM00132,Pancreas,,
ACH-001454,C10,C10,,,Bowel,,
ACH-001456,C125-PM,C125PM,,SIDM01541,Large Intestine,Colorectal Carcinoma,
ACH-001813,C242,C242,,,Bone,,
ACH-000009,C2BBe1,C2BBE1,910700,SIDM01233,Bowel,,
ACH-000580,C32,C32,906830,SIDM00890,Skin,,
ACH-003573,C337,C337,,,Bone,,
ACH-001333,C-33 A,C33A,687505,SIDM00889,Cervix,,
ACH-001817,C393,C393,,,Bone,,
ACH-001818,C396,C396,,,Bone,,
ACH-001021,C3A,C3A,910850,SIDM01237,Liver,,
ACH-001334,C-4 I,C4I,687506,SIDM00905,Cervix,,
ACH-001335,C-4 II,C4II,,SIDM00906,Cervix,,
ACH-001458,C75,C75,,,Bowel,,
ACH-001459,C80,C80,,,Bowel,,
ACH-000206,C8166,C8166,906829,SIDM00072,Lymphoid,,
ACH-001460,C84,C84,,,Bowel,,
ACH-001461,C99,C99,,,Bowel,,
ACH-000440,CA46,CA46,910703,SIDM00907,Lymphoid,,
ACH-002043,Ca9-22,CA922,753538,SIDM00489,Head and Neck,,
ACH-000003,CACO2,CACO2,1290729,SIDM00891,Bowel,,
ACH-000210,CADO-ES1,CADOES1,753539,SIDM00961,Bone,,
ACH-000433,Caki-1,CAKI1,905963,SIDM00941,Kidney,,
ACH-000234,CAKI-2,CAKI2,,SIDM01546,Kidney,Kidney Carcinoma,
ACH-000212,CAL-120,CAL120,906826,SIDM00940,Breast,,
ACH-000826,CAL-12T,CAL12T,753540,SIDM00939,Lung,,
ACH-000902,CAL-148,CAL148,924106,SIDM00938,Breast,,
ACH-000832,CAL 27,CAL27,910916,SIDM00937,Head and Neck,,
ACH-000142,CAL-29,CAL29,1290730,SIDM00936,Bladder/Urinary Tract,,
ACH-000518,CAL-33,CAL33,753541,SIDM00942,Head and Neck,,
ACH-002091,CAL-39,CAL39,924107,SIDM00935,Vulva/Vagina,,
ACH-000856,CAL-51,CAL51,910927,SIDM00933,Breast,,
ACH-000457,CAL-54,CAL54,910952,SIDM00932,Kidney,,
ACH-000174,CAL-62,CAL62,906828,SIDM00931,Thyroid,,
ACH-001715,CAL-72,CAL72,906827,SIDM00930,Bone,,
ACH-000516,CAL-78,CAL78,1290765,SIDM00929,Bone,,
ACH-000857,CAL-85-1,CAL851,910852,SIDM00928,Breast,,
ACH-000511,Calu-1,Calu1,,SIDM01545,Lung,Non-Small Cell Lung Carcinoma,
ACH-000392,Calu-3,CALU3,687777,SIDM00922,Lung,,
ACH-000264,Calu-6,CALU6,724859,SIDM00921,Lung,,
ACH-000783,CAMA-1,CAMA1,946382,SIDM00920,Breast,,
ACH-000713,Caov-3,CAOV3,906825,SIDM00919,Ovary/Fallopian Tube,,
ACH-000103,Caov-4,CAOV4,949090,SIDM00918,Ovary/Fallopian Tube,,
ACH-000354,Capan-1,CAPAN1,753624,SIDM00934,Pancreas,,
ACH-000107,Capan-2,CAPAN2,910915,SIDM00943,Pancreas,,
ACH-002345,CaR-1,CAR1,924108,SIDM00488,Bowel,,
ACH-000464,CAS-1,CAS1,910943,SIDM00212,CNS/Brain,,
ACH-001336,Ca Ski,CASKI,906824,SIDM00923,Cervix,,
ACH-001022,CB-AGPN,CBAGPN,,SIDM01544,Bone,,
ACH-002647,CCC-5,CCC5,,SIDM02122,Liver,Biliary Tract Carcinoma,
ACH-000329,CCF-STTG1,CCFSTTG1,906823,SIDM00131,CNS/Brain,,
ACH-000963,CCK-81,CCK81,1240123,SIDM00487,Bowel,,
ACH-002839,CCLF_CORE_0002_T,CCLFCORE0002T,,,Bowel,,
ACH-003460,CCLF_HEME_0001_T,CCLFHEME0001T,,,Lymphoid,,
ACH-003463,CCLF_HEME_0004_T,CCLFHEME0004T,,,Lymphoid,,
ACH-003474,CCLF_HNSC_0001_T,CCLFHNSC0001T,,,Head and Neck,,
ACH-003476,CCLF_HNSC_0002_T,CCLFHNSC0002T,,,Esophagus/Stomach,,
ACH-003475,CCLF_HNSC_0003_T,CCLFHNSC0003T,,,Head and Neck,,
ACH-003465,CCLF_HNSC_0004_T,CCLFHNSC0004T,,,Head and Neck,,
ACH-002403,CCLF_MELM_0001_T,CCLFMELM0001T,,,Skin,,
ACH-002404,CCLF_MELM_0002_T,CCLFMELM0002T,,,Skin,,
ACH-002405,CCLF_MELM_0003_T,CCLFMELM0003T,,,Skin,,
ACH-003455,CCLF_MELM_0004_T,CCLFMELM0004T,,,Skin,,
ACH-002407,CCLF_MELM_0005_T,CCLFMELM0005T,,,Skin,,
ACH-003456,CCLF_MELM_0006_T,CCLFMELM0006T,,,Skin,,
ACH-003458,CCLF_MELM_0010_T,CCLFMELM0010T,,,Skin,,
ACH-003459,CCLF_MELM_0011_T,CCLFMELM0011T,,,Skin,,
ACH-003457,CCLF_MELM_0038_T,CCLFMELM0038T,,,Skin,,
ACH-002932,CCLF_NEURO_0001_T,CCLFNEURO0001T,,,Bowel,,
ACH-003438,CCLF_NEURO_0005_T,CCLFNEURO0005T,,,CNS/Brain,,
ACH-002409,CCLF_NEURO_0006_T,CCLFNEURO0006T,,,CNS/Brain,,
ACH-002413,CCLF_NEURO_0010_T,CCLFNEURO0010T,,,Soft Tissue,,
ACH-003426,CCLF_NEURO_0046_T,CCLFNEURO0046T,,,Esophagus/Stomach,,
ACH-003464,CCLF_NPDX_0008_T,CCLFNPDX0008T,,,Soft Tissue,,
ACH-002419,CCLF_OVPA_0001_T,CCLFOVPA0001T,,,Uterus,,
ACH-003430,CCLF_PANC_0002_T,CCLFPANC0002T,,,Pancreas,,
ACH-003433,CCLF_PANC_0019_T,CCLFPANC0019T,,,Pancreas,,
ACH-003429,CCLF_PANC_0074_T,CCLFPANC0074T,,,Pancreas,,
ACH-001163,CCLF_PEDS_0001_T,CCLFPEDS0001T,,SIDM01968,Kidney,Kidney Carcinoma,
ACH-001423,CCLF_PEDS_0002_T,CCLFPEDS0002T,,,Kidney,,
ACH-001164,CCLF_PEDS_0003_T,CCLFPEDS0003T,,SIDM01983,Soft Tissue,Other Solid Cancers,
ACH-001425,CCLF_PEDS_0004_T,CCLFPEDS0004T,,,Soft Tissue,,
ACH-001427,CCLF_PEDS_0007_T,CCLFPEDS0007T,,,Bone,,
ACH-001433,CCLF_PEDS_0008_T,CCLFPEDS0008T,,SIDM01982,Soft Tissue,Other Solid Cancers,
ACH-001428,CCLF_PEDS_0010_T,CCLFPEDS0010T,,,Bone,,
ACH-003473,CCLF_PEDS_0013_T,CCLFPEDS0013T,,,Soft Tissue,,
ACH-002431,CCLF_PEDS_0014_T1,CCLFPEDS0014T1,,,Peripheral Nervous System,,
ACH-002433,CCLF_PEDS_0019_T,CCLFPEDS0019T,,,Bone,,
ACH-002937,CCLF_PEDS_0020_T,CCLFPEDS0020T,,,Kidney,,
ACH-002435,CCLF_PEDS_0022_T,CCLFPEDS0022T,,,Kidney,,
ACH-002438,CCLF_PEDS_0026_T,CCLFPEDS0026T,,,Kidney,,
ACH-002936,CCLF_PEDS_0043_T,CCLFPEDS0043T,,,Soft Tissue,,
ACH-003451,CCLF_PEDS_0048_T,CCLFPEDS0048T,,,Kidney,,
ACH-002942,CCLF_RARE_0004_T,CCLFRARE0004T,,,Soft Tissue,,
ACH-003267,CCLF_RARE_0009_T,CCLFRARE0009T,,,Soft Tissue,,
ACH-003265,CCLF_RARE_0010_T,CCLFRARE0010T,,,Soft Tissue,,
ACH-003269,CCLF_RARE_0019_T,CCLFRARE0019T,,,Soft Tissue,,
ACH-002843,CCLF_RARE_0020_T,CCLFRARE0020T,,,Soft Tissue,,
ACH-003266,CCLF_RARE_0021_T,CCLFRARE0021T,,,Soft Tissue,,
ACH-003268,CCLF_RARE_0022_T,CCLFRARE0022T,,,Soft Tissue,,
ACH-002844,CCLF_RARE_0025_T,CCLFRARE0025T,,,Soft Tissue,,
ACH-003480,CCLF_THYR_0001_T,CCLFTHYR0001T,,,Thyroid,,
ACH-003468,CCLF_THYR_0003_T,CCLFTHYR0003T,,,Thyroid,,
ACH-003469,CCLF_THYR_0004_T,CCLFTHYR0004T,,,Thyroid,,
ACH-003470,CCLF_THYR_0005_T,CCLFTHYR0005T,,,Thyroid,,
ACH-003471,CCLF_THYR_0006_T,CCLFTHYR0006T,,,Thyroid,,
ACH-002440,CCLF_THYR_0008_T,CCLFTHYR0008T,,,Thyroid,,
ACH-003472,CCLF_THYR_0009_T,CCLFTHYR0009T,,,Thyroid,,
ACH-002444,CCLF_UPGI_0003_T,CCLFUPGI0003T,,,Esophagus/Stomach,,
ACH-002445,CCLF_UPGI_0004_T,CCLFUPGI0004T,,,Esophagus/Stomach,,
ACH-002446,CCLF_UPGI_0005_T,CCLFUPGI0005T,,,Esophagus/Stomach,,
ACH-002730,CCLF_UPGI_0009_T,CCLFUPGI0009T,,,Esophagus/Stomach,,
ACH-002835,CCLF_UPGI_0011_T,CCLFUPGI0011T,,,Esophagus/Stomach,,
ACH-002954,CCLF_UPGI_0012_T,CCLFUPGI0012T,,,Esophagus/Stomach,,
ACH-002967,CCLF_UPGI_0036_T,CCLFUPGI0036T,,,Esophagus/Stomach,,
ACH-002968,CCLF_UPGI_0041_T,CCLFUPGI0041T,,,Esophagus/Stomach,,
ACH-002736,CCLF_UPGI_0052_T,CCLFUPGI0052T,,,Esophagus/Stomach,,
ACH-002757,CCLF_UPGI_0068_T,CCLFUPGI0068T,,,Esophagus/Stomach,,
ACH-003437,CCLF_UPGI_0078_T,CCLFUPGI0078T,,,Esophagus/Stomach,,
ACH-002972,CCLF_UPGI_0085_T,CCLFUPGI0085T,,,Esophagus/Stomach,,
ACH-002979,CCLF_UPGI_0101_T,CCLFUPGI0101T,,,Esophagus/Stomach,,
ACH-001959,CC-LP-1,CCLP1,,SIDM01889,Biliary Tract,Biliary Tract Carcinoma,
ACH-001738,CCRF-CEM,CCRFCEM,905952,SIDM00121,Lymphoid,,
ACH-001737,CCRF-HSB-2,CCRFHSB2,,SIDM01558,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,
ACH-001737,CCRF-HSB-2-DM,CCRFHSB2DM,,,Lymphoid,,
ACH-001960,CC-SW-1,CCSW1,,SIDM01888,Biliary Tract,Biliary Tract Carcinoma,
ACH-002218,CESS,CESS,910688,SIDM00917,Myeloid,,
ACH-000138,CFPAC-1,CFPAC1,906821,SIDM00130,Pancreas,,
ACH-001023,CGTH-W-1,CGTHW1,910568,SIDM01248,Head and Neck,,
ACH-000025,CH-157MN,CH157MN,,SIDM01543,Central Nervous System,Other Solid Cancers,
ACH-000867,ChaGo-K-1,CHAGOK1,687596,SIDM00924,Lung,,
ACH-001024,CHL-1,CHL1,910853,SIDM01228,Skin,,
ACH-001041,CHL-1-DM,CHL1DM,,SIDM00911,Skin,,
ACH-003067,CHLA-01R-MED,CHLA01RMED,,,CNS/Brain,,
ACH-003065,CHLA-02-ATRT,CHLA02ATRT,,,CNS/Brain,,
ACH-001028,CHLA-06-ATRT,CHLA06ATRT,,SIDM01550,Soft Tissue,Other Solid Cancers,
ACH-001029,CHLA-10,CHLA10,,SIDM01542,Bone,Ewing's Sarcoma,
ACH-001465,CHLA-136,CHLA136,,,Peripheral Nervous System,,
ACH-001300,CHLA-15,CHLA15,,SIDM01540,Peripheral Nervous System,Neuroblastoma,
ACH-001030,CHLA-218,CHLA218,,SIDM01538,Bone,,
ACH-001282,CHLA-258,CHLA258,,SIDM01720,Bone,Ewing's Sarcoma,
ACH-001031,CHLA-266,CHLA266,,SIDM01537,Soft Tissue,Other Solid Cancers,
ACH-001032,CHLA-32,CHLA32,,SIDM01536,Bone,Other Solid Cancers,
ACH-001033,CHLA-57,CHLA57,,SIDM01535,Bone,Other Solid Cancers,
ACH-001034,CHLA-9,CHLA9,,SIDM01534,Bone,Ewing's Sarcoma,
ACH-001481,CHLA-90,CHLA90,,,Peripheral Nervous System,,
ACH-001035,CHLA-99,CHLA99,,SIDM01513,Bone,Ewing's Sarcoma,
ACH-000136,CHP-126,CHP126,910567,SIDM00286,Peripheral Nervous System,,
ACH-001338,CHP-134,CHP134,910941,SIDM00285,Peripheral Nervous System,,
ACH-000120,CHP-212,CHP212,906820,SIDM00910,Peripheral Nervous System,,
ACH-003273,CHRF-288-11,CHRF28811,,,Myeloid,,
ACH-002092,CHSA0011,CHSA0011,1290767,SIDM00051,Bone,,
ACH-002093,CHSA0108,CHSA0108,1290768,SIDM00050,Bone,,
ACH-002094,CHSA8926,CHSA8926,1303912,SIDM00176,Bone,,
ACH-001484,CI,CI,,,Lymphoid,,
ACH-000687,CI-1,CI1,,SIDM01531,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,
ACH-002996,CI34601,CI34601,,,Lung,,
ACH-001485,CII,CII,,,Lymphoid,,
ACH-000458,CJM,CJM,,,Skin,,
ACH-000249,CL-11,CL11,1290769,SIDM00944,Bowel,,
ACH-000342,CL-14,CL14,,SIDM01491,Large Intestine,Colorectal Carcinoma,
ACH-000895,CL-34,CL34,1290771,SIDM00945,Bowel,,
ACH-000798,CL-40,CL40,1240124,SIDM00960,Bowel,,
ACH-001322,CME-1,CME1,,SIDM01489,Soft Tissue,Other Solid Cancers,
ACH-000641,CMK,CMK,910566,SIDM00959,Myeloid,,
ACH-001036,CMK-11-5,CMK115,,SIDM01235,Myeloid,,
ACH-001037,CMK-86,CMK86,,SIDM01940,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-000920,CML-T1,CMLT1,910951,SIDM00958,Myeloid,,
ACH-002709,CMS,CMS,,,Myeloid,,
ACH-001289,COG-AR-359,COGAR359,,SIDM01488,Soft Tissue,Other Solid Cancers,
ACH-001038,COG-E-352,COGE352,,SIDM01486,Bone,Ewing's Sarcoma,
ACH-001301,COG-N-278,COGN278,,SIDM01485,Peripheral Nervous System,Neuroblastoma,
ACH-001302,COG-N-305,COGN305,,SIDM01484,Peripheral Nervous System,Neuroblastoma,
ACH-000253,COLO-201,COLO201,906819,SIDM00823,Large Intestine,Colorectal Carcinoma,
ACH-001039,COLO 205,COLO205,905961,SIDM00826,Bowel,,
ACH-000202,COLO-320,COLO320,1290773,SIDM00071,Bowel,,
ACH-002219,COLO-320-HSR,COLO320HSR,910569,SIDM00842,Bowel,,
ACH-000803,COLO 668,COLO668,910692,SIDM00143,Lung,,
ACH-000350,COLO-678,COLO678,910689,SIDM00957,Bowel,,
ACH-000805,COLO-679,COLO679,906818,SIDM00284,Skin,,
ACH-000717,COLO-680N,COLO680N,906817,SIDM00956,Esophagus/Stomach,,
ACH-000864,COLO 684,COLO684,910691,SIDM00142,Uterus,,
ACH-001041,COLO-699,COLO699,,SIDM00911,Lung,Other Solid Cancers,
ACH-001042,COLO-704,COLO704,,SIDM01719,Ovary,Ovarian Carcinoma,
ACH-000582,COLO-741,COLO741,,SIDM01483,Skin,Melanoma,
ACH-001043,COLO 775,COLO775,,SIDM01718,Lymphoid,,
ACH-000812,COLO-783,COLO783,1240125,SIDM00955,Skin,,
ACH-000968,COLO 792,COLO792,906814,SIDM00140,Skin,,
ACH-001339,COLO-794,COLO794,1297437,SIDM00514,Skin,Melanoma,
ACH-000401,COLO-800,COLO800,906813,SIDM00515,Skin,,
ACH-001044,COLO 818,COLO818,,SIDM01153,Skin,,
ACH-001820,COLO-824,COLO824,906812,SIDM00954,Breast,Breast Carcinoma,
ACH-000644,COLO 829,COLO829,687448,SIDM00909,Skin,,
ACH-002380,COLO829 BL,COLO829BL,,SIDM00908,Lymphoid,,
ACH-001045,COLO-849,COLO849,,SIDM01870,Skin,Melanoma,
ACH-000161,COR-L105,CORL105,906805,SIDM00513,Lung,,
ACH-000662,COR-L23,CORL23,687780,SIDM00512,Lung,,
ACH-000382,COR-L24,CORL24,,SIDM01490,Lung,Small Cell Lung Carcinoma,
ACH-001046,COR-L26,CORL26,,,Lung,,
ACH-000257,COR-L279,CORL279,910937,SIDM00511,Lung,,
ACH-002095,COR-L303,CORL303,1297438,SIDM00510,Lung,,
ACH-000187,COR-L311,CORL311,687980,SIDM00509,Lung,,
ACH-001489,COR-L32,CORL32,1322212,SIDM00508,Lung,,
ACH-001490,COR-L321,CORL321,1322213,SIDM00507,Lung,,
ACH-000695,COR-L47,CORL47,,SIDM01482,Lung,Small Cell Lung Carcinoma,
ACH-001047,COR-L51,CORL51,,SIDM01717,Lung,,
ACH-000508,COR-L88,CORL88,906808,SIDM00506,Lung,,
ACH-000743,COR-L95,CORL95,1297439,SIDM00521,Lung,,
ACH-000256,COV318,COV318,,,Ovary/Fallopian Tube,,
ACH-000278,COV362,COV362,,,Ovary/Fallopian Tube,,
